Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
2000.512,TRUE,TRUE,16863,American Decorative Arts,Watercolor,"Variations in Violet and Grey—Market Place, Dieppe",American,,,,,Artist,,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834,1903,1885,1885,1885,"Gouache and watercolor on off-white wove paper, mounted on academy board",7 15/16 x 5 in. (20.2 x 12.7 cm),"Gift of Douglass Campbell, Richard Strachan, and Stephen M. Strachan, in memory of Mrs. Douglass Campbell and Mrs. William Lyman Campbell, 2000",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/16863,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2001.402a,TRUE,TRUE,16947,American Decorative Arts,Painting,Flight Into Egypt,American,,,,,Artist,,Henry Ossawa Tanner,"American, Pittsburgh, Pennsylvania 1859–1937 Paris",,"Tanner, Henry Ossawa",American ,1859,1937,1923,1923,1923,Oil on canvas,29 x 26 in. (73.7 x 66 cm),"Marguerite and Frank A. Cosgrove Jr. Fund, 2001",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/16947,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2001.608.1,TRUE,TRUE,17053,American Decorative Arts,Watercolor,Boys in a Dory,American,,,,,Artist,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836,1910,1873,1873,1873,Watercolor washes and gouache over graphite underdrawing on medium rough textured white wove paper,9 3/4 x 13 7/8 in. (24.8 x 35.2 cm),"Bequest of Molly Flagg Knudtsen, 2001",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/17053,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2002.1,TRUE,TRUE,17066,American Decorative Arts,Drawing,Maternity,American,,,,,Artist,,Benjamin West,"American, Swarthmore, Pennsylvania 1738–1820 London",,"West, Benjamin",American,1738,1820,1784,1784,1784,"Red chalk on thin off-white laid paper, mounted on off-white laid paper",14 5/16 x 11 9/16 in. (36.4 x 29.4 cm),"Morris K. Jesup Fund, 2002",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/17066,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2002.21.1,TRUE,TRUE,17139,American Decorative Arts,Eagle,Eagle,American,,,,,Artist,,William Rush,1756–1833,,"Rush, William",American,1756,1833,1809–11,1809,1811,"Carved wood (probably Eastern white pine), gessoed and gilded, and cast iron, painted",36 x 68 x 61 in. (91.4 x 172.7 x 154.9 cm),"Purchase, Sansbury-Mills Fund, and Anthony W. and Lulu C. Wang, Mr. and Mrs. Robert G. Goelet, Annette de la Renta, and Vira Hladun-Goldmann Gifts, 2002",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/17139,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2002.259,TRUE,TRUE,17447,American Decorative Arts,Painting,Portrait of a Lady,American,,,,,Artist,,Lawrence Kilburn (or Kilbrunn),1720–1775,,"Kilburn, (or Kilbrunn) Lawrence",British,1720,1775,1764,1764,1764,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Maria DeWitt Jesup Fund, 2002",Made in,,,,United States,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/17447,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
21.164,TRUE,TRUE,19261,American Decorative Arts,Painting,"Central Park, Winter",American,,,,,Artist,,William James Glackens,"American, Philadelphia, Pennsylvania 1870–1938 Westport, Connecticut",,"Glackens, William James",American,1870,1938,ca. 1905,1902,1908,Oil on canvas,"25 x 30 in. (63.5 x 76.2 cm)
","George A. Hearn Fund, 1921",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/19261,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"2017.357.13a, b",TRUE,TRUE,20144,American Decorative Arts,Teapot,Teapot,American,,,,,Maker,,George E. Ohr,"American, Biloxi, Mississippi 1857–1918  Biloxi, Mississippi",,"Ohr, George E.",,1857,1918,1897–1900,1897,1900,Earthenware,7 3/16 x 7 1/8 in. (18.3 x 18.1 cm),"Gift of Robert A. Ellison Jr., 2017",Made in,Biloxi,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/20144,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2010.467a–d,TRUE,TRUE,20612,American Decorative Arts,Cupboard,Cupboard,American,,,,,,,,,,,,,,1683,1683,1683,"Oak, maple, tulip poplar with oak and pine",58 1/4 x 49 1/2 x 20 3/4 in. (148 x 125.7 x 52.7 cm),"Purchase, Rogers Fund; Sage Fund, by exchange; Sansbury-Mills Fund; Anthony W. and Lulu C. Wang Gift, in honor of Morrison H. Heckscher; and Friends of the American Wing Fund, 2010",,,,,,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/20612,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2010.466,TRUE,TRUE,20615,American Decorative Arts,Sampler,Embroidered sampler,American,,,,,Maker,Embroidered by,Julia Ann Fitch,born 1792,,"Fitch, Julia Ann",,1793,9999,1807,1807,1807,Silk on linen,"18 x 15 3/4 in. (45.7 x 40 cm)
Framed: 22 in. × 19 1/4 in. × 1 1/4 in. (55.9 × 48.9 × 3.2 cm)","Purchase, William Cullen Bryant Fellows Gifts, 2010",Made in,Hatfield,,,United States,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/20615,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
2015.437,TRUE,TRUE,21698,American Decorative Arts,Crown,"Crown of the Virgin of the Immaculate Conception, known as the Crown of the Andes",Colombian; Popayán,,,,,,,,,,,,,,Ca. 1660 (diadem) and ca. 1770 (arches),1655,1775,"Gold, repoussé and chased; emeralds","13 1/2 in. (34.3 cm)
Body diameter: 13 1/4 in. (33.7 cm)","Purchase, Lila Acheson Wallace Gift, Acquisitions Fund and Mary Trumbull Adams Fund, 2015",Made in,,,,Colombia,,,,,,,Gold,,http://www.metmuseum.org/art/collection/search/21698,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
04.3.36,TRUE,TRUE,21940,Arms and Armor,Crossbow,Crossbow of Count Ulrich V of Württemberg (1413–1480),"German, probably Stuttgart",,,,,Maker,Attributed to,Heinrich Heid von Winterthur,"probably Swiss, active Stuttgart, recorded 1453–1460",,"von Winterthur, Heinrich Heid",probably Swiss,1453,1460,dated 1460,1460,1460,"Wood (European hornbeam), horn, animal sinew, staghorn, birch bark, iron alloy, copper alloy, pigment",L. 28 1/16 in. (71.2 cm); W. 25 5/8 in. (65 cm); Wt. 6 lb. 9 oz. (2972 g),"Rogers Fund, 1904",,probably Stuttgart,,,,,,,,,,Archery Equipment-Crossbows,,http://www.metmuseum.org/art/collection/search/21940,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.25.716b–f,TRUE,TRUE,22275,Arms and Armor,Elements of a light-cavalry armor,Elements of a Light-Cavalry Armor,"Italian, Milan",,,,,,,,,,,,,,ca. 1510,1485,1535,"Steel, gold, copper alloy",Wt. 19 lb. 13 oz. (8987 g),"Gift of William H. Riggs, 1913",,Milan,,,,,,,,,,Armor for Man-1/2 Armor,,http://www.metmuseum.org/art/collection/search/22275,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.25.1425,TRUE,TRUE,22387,Arms and Armor,Double-barreled wheellock pistol,Double-Barreled Wheellock Pistol Made for Emperor Charles V (reigned 1519–56),"German, Munich",,,,,Etcher|Gunsmith,,Ambrosius Gemlich|Peter Peck,"German, Munich and Landshut, active ca. 1520–50|German, Munich, 1503–1596",,"Gemlich, Ambrosius|Peck, Peter",German|German,1495      |1503      ,1575      |1596      ,ca. 1540–45,1515,1570,"Steel, gold, wood (cherry), staghorn",L. 19 3/8 in. (49.2 cm); L. of upper barrel 10 in. (25.4 cm); L. of lower barrel 7 5/8 in. (19.4 cm); Cal. of each barrel .46 in. (11.7 mm); Wt. 5 lb. 10 oz. (2550 g),"Gift of William H. Riggs, 1913",,Munich,,,,,,,,,,Firearms-Pistols-Wheellock,,http://www.metmuseum.org/art/collection/search/22387,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.25.1737,TRUE,TRUE,22405,Arms and Armor,Rowel spur,Rowel Spur,"French or Spanish, Catalonia",,,,,,,,,,,,,,ca. 1400,1375,1425,"Copper alloy, enamel, gold","L. 7 1/4 in. (18.42 cm); L. of neck, 3 in. (7.62 cm); Diam. of rowel, 2 7/8 in. (7.03 cm); Wt. 7 oz. (198.45 g)","Gift of William H. Riggs, 1913",,,,Catalonia,,,,,,,,Equestrian Equipment-Spurs,,http://www.metmuseum.org/art/collection/search/22405,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.100.121b–e,TRUE,TRUE,22506,Arms and Armor,Armor (Yoroi),Armor (Yoroi),Japanese,,,,,,,,,,,,,,early 14th century,1300,1350,"Iron, lacquer, leather, silk, gilt copper",H. 37 1/2 in. (95.3 cm); W. 22 in. (55.9 cm); Wt. 25 lb. 15 oz. (11.77 kg),"Gift of Bashford Dean, 1914",,,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/22506,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
14.100.172,TRUE,TRUE,22521,Arms and Armor,Armor (Gusoku),Armor (Gusoku),Japanese,,,,,Armorer|Armorer,"Breastplate inscribed inside,|Helmet bowl signed",Myōchin Munesuke|Saotome Iyetada,"Japanese, Edo period, 1688–1735|Japanese, Edo period, active early–mid-19th century",,"Munesuke, Myōchin|Iyetada, Saotome",Japanese|Japanese,1688      |1800      ,1735      |1875      ,16th and 18th centuries,1501,1800,"Iron, lacquer, silk, gilt copper",H. 67 1/2 in. (171.5 cm),"Gift of Bashford Dean, 1914",,,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/22521,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"17.87.3a, b",TRUE,TRUE,22631,Arms and Armor,Smallsword with scabbard,Congressional Presentation Sword with Scabbard of Colonel Marinus Willett (1740–1830),"French, Paris",,,,,Sword maker,,C. Liger,"French, Paris, recorded 1770–93",,"Liger, C.",French,1770,1793,hallmarked for 1785–86,1785,1786,"Steel, silver, gold, fish skin, textile, wood",sword L. 39 5/8 in. (100.6 cm); scabbard L. 33 1/4 in. (84.5 cm),"Bequest of George Willett Van Nest, 1916",,Paris,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/22631,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
17.190.1720,TRUE,TRUE,22634,Arms and Armor,Burgonet,Burgonet,"Italian, Milan",,,,,Armorer,,Filippo Negroli,"Italian, Milan ca. 1510–1579",,"Negroli, Filippo",Italian,1485,1605,dated 1543,1543,1543,"Steel, gold, textile",H. 9 1/2 in. (24.1 cm); W. 7 5/16 in. (18.6 cm); D. 11 1/2 in. (29.2 cm); Wt. 4 lb. 2 oz. (1871 g),"Gift of J. Pierpont Morgan, 1917",,Milan,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/22634,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
19.115.2,TRUE,TRUE,22739,Arms and Armor,Mask,Mask,Japanese,,,,,Maker,Inscribed by,Myōchin Muneakira,"Japanese, Edo period, 1673–1745",,"Muneakira, Myōchin",Japanese,1673,1745,dated 1745,1745,1745,"Iron, lacquer, textile (silk)",L. 9 1/2 in. (24.1 cm); W. 7 in. (17.8 cm),"Rogers Fund, 1919",,,,,,,,,,,,Armor Parts-Masks,,http://www.metmuseum.org/art/collection/search/22739,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"22.19a, b",TRUE,TRUE,22769,Arms and Armor,Presentation sword with scabbard,Presentation Sword and Scabbard of Brigadier General Daniel Davis (1777–1814) of the New York Militia,"American, New York",,,,,Silversmith,,John Targee,"American, ca. 1774–1850",,"Targee, John",American,1769,1850,ca. 1815–17,1790,1842,"Steel, gold, silver",L. 37 1/4 in. (94.6 cm),"Gift of Francis P. Garvan, 1922",,New York,,New York,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/22769,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.141,TRUE,TRUE,22860,Arms and Armor,Sallet,Sallet in the Shape of a Lion's Head,Italian,,,,,,,,,,,,,,ca. 1475–80,1450,1505,"Steel, copper, gold, glass, pigment, textile",H. 11 3/4 in. (29.8 cm); W. 8 1/4 in. (21 cm); D. 12 1/2 in. (31.8 cm); Wt. 7 lb. 14 oz. (3574 g),"Harris Brisbane Dick Fund, 1923",,,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/22860,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"23.232.2a, b",TRUE,TRUE,22871,Arms and Armor,Saber with scabbard,Saber with Scabbard,"grip, Indian; guard, scabbard, and decoration on blade, Turkish; blade, Iranian",,,,,,,,,,,,,,"grip, 18th or 19th century; guard and scabbard, 19th century; blade, dated A.H. 1099/A.D. 1688; decoration on blade, 19th century",1688,1900,"Steel, gold, silver, jade (nephrite), diamonds, emeralds, pearls",sword: L. 39 1/4 in. (99.8 cm); L. of blade 33 in. (83.7 cm); Wt. 2 lb. 8 oz. (1129 g); scabbard: L. 34 5/8 in. (88 cm); Wt. 2 lb. 4 oz. (1023 g),"Gift of Giulia P. Morosini, in memory of her father, Giovanni P. Morosini, 1923",,,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/22871,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
25.26.1,TRUE,TRUE,22876,Arms and Armor,Shield for the field or tournament (Targe),Shield for the Field or Tournament (Targe),German,,,,,,,,,,,,,,ca. 1450,1425,1475,"Wood, leather, linen, gesso, pigments, silver",H. 22 in. (55.88 cm); W. 16 in. (40.64 cm),"Gift of Mrs. Florence Blumenthal, 1925",,,,,,,,,,,,Shields,,http://www.metmuseum.org/art/collection/search/22876,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"26.145.243a, b",TRUE,TRUE,22914,Arms and Armor,Hunting sword with scabbard,Hunting Sword with Scabbard,"German, possibly Munich",,,,,Sword maker,Grip attributed to,Joseph Deutschmann,"German, Imst 1717–1787 Passau",,"Deutschmann, Joseph",German,1717,1787,ca. 1740,1715,1765,"Steel, silver, ivory, wood, leather",L. 29 1/2 in. (74.9 cm); L. of blade 23 1/4 in. (59 cm); W. of blade 1 1/8 in. (2.8 cm); D. of blade 5/16 in. (0.8 cm);Wt. 1 lb. 2 oz. (510.29 g); Wt. of scabbard 1 lb 6 oz. (624 g),"Gift of Jean Jacques Reubell, in memory of his mother, Julia C. Coster, and of his wife, Adeline E. Post, both of New York City, 1926",,possibly Munich,,,,,,,,,,Swords-Hunting,,http://www.metmuseum.org/art/collection/search/22914,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"26.145.315a, b",TRUE,TRUE,22932,Arms and Armor,Presentation smallsword with scabbard,Presentation Smallsword with Scabbard,"British, London",,,,,Goldsmith,,James Morisset,"English, London, active 1768–1800",,Morisset James,British,1768,1800,hallmarked for 1797–98,1797,1798,"Silver, enamel, steel, paste brilliants, wood, fish skin",L. 41 1/2 in. (105.4 cm); L. of blade 34 in. (86.4 cm); Wt. 1 lb. (453.6 g); Wt. of scabbard 3 oz. (85 g),"Gift of Jean Jacques Reubell, in memory of his mother, Julia C. Coster, and of his wife, Adeline E. Post, both of New York City, 1926",,London,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/22932,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.60.2,TRUE,TRUE,23026,Arms and Armor,Helmet,Helmet,Japanese,,,,,,,,,,,,,,5th century,401,500,"Iron, copper, gold",H. 8 1/2 in. (21.6 cm),"Fletcher Fund, 1928",,,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/23026,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.154.3,TRUE,TRUE,23205,Arms and Armor,Armor,Armor,Italian,,,,,,,,,,,,,,ca. 1400–1450 and later,1375,1950,"Steel, copper alloy, textile, leather","H. 66 1/2 in. (168.9 cm), Wt. 41 lb. (18.6 kg)","Bashford Dean Memorial Collection, Gift of Helen Fahnestock Hubbard, in memory of her father, Harris C. Fahnestock, 1929",,,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/23205,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.156.67a,TRUE,TRUE,23216,Arms and Armor,Helm for the joust of peace (Stechhelm),Helm for the Joust of Peace (Stechhelm),"German, probably Nuremberg",,,,,,,,,,,,,,ca. 1500,1475,1525,"Steel, copper alloy",H. 17 3/4 in. (45 cm); W. 11 1/2 in. (29.2 cm); D. 18 in. (45.7 cm); Wt. 17 lb. 14 oz. (8097 g),"Bashford Dean Memorial Collection, Gift of Edward S. Harkness, 1929",,probably Nuremberg,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/23216,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
32.75.225,TRUE,TRUE,23367,Arms and Armor,Sword,Sword,Western European,,,,,,,,,,,,,,ca. 1400,1375,1425,"Steel, silver, copper alloy, leather","L. 40 1/4 in. (102.2 cm); L. of blade 32 in. (81.3 cm); Wt. 3 lb. 11 oz. (1673 g)
","The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",,,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/23367,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
32.130.6a–y,TRUE,TRUE,23939,Arms and Armor,Armor garniture,"Armor Garniture of George Clifford (1558–1605), Third Earl of Cumberland","British, Greenwich",,,,,Armorer,Made under the direction of,Jacob Halder,"British, master armorer at the royal workshops at Greenwich, documented in England 1558–1608",,"Halder, Jacob",British,1558,1608,1586,1586,1586,"Steel, gold, leather, textile",H. 69 1/2 in. (176.5 cm); Wt. 60 lb. (27.2 kg),"Munsey Fund, 1932",,Greenwich,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/23939,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
33.164a–x,TRUE,TRUE,23944,Arms and Armor,Armor,Armor of Emperor Ferdinand I (1503–1564),"German, Nuremberg",,,,,Armorer,,Kunz Lochner,"German, Nuremberg, 1510–1567",,"Lochner, Kunz",German,1510,1567,dated 1549,1549,1549,"Steel, brass, leather",H. 67 in. (170.2 cm); Wt. 52 lb. 14 oz. (24 kg),"Purchase, Rogers Fund and George D. Pratt Gift, 1933",,Nuremberg,,,,,,,,,,Armor,,http://www.metmuseum.org/art/collection/search/23944,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
34.85,TRUE,TRUE,23948,Arms and Armor,Shield,Shield of Henry II of France (reigned 1547–59),French,,,,,,,,,,,,,,ca. 1555,1530,1580,"Steel, gold, silver",H. 25 in. (63.5 cm); W. 18 in. (45.7 cm); Wt. 7 lb. (3175 g),"Harris Brisbane Dick Fund, 1934",,,,,,,,,,,,Shields,,http://www.metmuseum.org/art/collection/search/23948,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
36.25.81a–c,TRUE,TRUE,24014,Arms and Armor,Helmet (Zukinnari kabuto),Helmet (Zukinnari Kabuto),Japanese,,,,,,,,,,,,,,16th century,1501,1600,"Iron, lacquer",H. 16 1/8 in. (41 cm),"Bequest of George C. Stone, 1935",,,,,,,,,,,,Helmets,,http://www.metmuseum.org/art/collection/search/24014,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
36.25.1297,TRUE,TRUE,24320,Arms and Armor,Saber,Saber,"Turkish, probably Istanbul",,,,,,,,,,,,,,1522–66,1522,1566,"Steel, gold, fish skin, wood",L. 37 7/8 in. (96.2 cm); L. of blade 30 3/4 in. (78.1 cm); W. 6 1/8 in. (15.5 cm); Wt. 2 lb. 5 oz. (1049 g),"Bequest of George C. Stone, 1935",,probably Istanbul,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/24320,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
36.120.79,TRUE,TRUE,24623,Arms and Armor,Sword guard (Tsuba),Sword Guard (Tsuba),Japanese,,,,,Fittings maker,Inscribed by,Ishiguro Masayoshi,"Japanese, 1772–after 1851",,Ishiguro Masayoshi,Japanese,1772,1851,19th century,1801,1900,"Copper-gold alloy (shakudō), gold, copper-silver alloy (shibuichi), copper",H. 2 7/8 in. (7.3 cm); W. 2 5/8 in. (6.7 cm); thickness 5/16 in. (0.8 cm); Wt. 5.4 oz. (153.1 g),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Sword Furniture-Tsuba,,http://www.metmuseum.org/art/collection/search/24623,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
37.131.4,TRUE,TRUE,24648,Arms and Armor,Powder horn,Powder Horn,Colonial American,,,,,,,,,,,,,,dated 1759,1759,1759,"Horn (cow), wood",L. 11 7/8 in. (30.2 cm); Diam. 2 3/4 in. (7 cm); Wt. 12.7 oz. (360 g),"The Collection of J. H. Grenville Gilbert, of Ware, Massachusetts, Gift of Mrs. Gilbert, 1937",,,,New York,,,,,,,,Firearms Accessories-Powder Horns,,http://www.metmuseum.org/art/collection/search/24648,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
39.121a–n,TRUE,TRUE,24671,Arms and Armor,Armor,"Armor of Henry II, King of France (reigned 1547–59)","French, possibly Paris",,,,,Designer|Designer,Part of the decoration design possibly by|Part of the decoration design by,Baptiste Pellerin|Jean Cousin the Elder,"French, documented in Étampes 1542–75 Paris|French, Souci (?) ca. 1490–ca. 1560 Paris (?)",,"Pellerin, Baptiste|Cousin, Jean, the Elder",,1542      |1485      ,1575      |1565      ,ca. 1555,1530,1580,"Steel, gold, silver, leather, textile",H. 74 in. (187.96 cm); Wt. 53 lb. 4 oz. (24.20 kg),"Harris Brisbane Dick Fund, 1939",,possibly Paris,,,,,,,,,,Armor for Man,,http://www.metmuseum.org/art/collection/search/24671,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
