,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.),brightness_avg_perceived
160,"City Hall, project, North Canton, Ohio, Perspective sketch","Venturi and Rauch, Robert Venturi, John Rauch","8213, 6132, 8214","(American, est. 1964–1979) (American, born 1925) (American, born 1930)",(American) (American) (American),(1964) (1925) (1930),(1979) (0) (0),() (Male) (Male),1965,Graphite on tracing paper,"20 1/2 x 36"" (52.1 x 91.4 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",120.1988,Architecture,Architecture & Design,1988-04-27,Y,210,http://www.moma.org/collection/works/210,http://www.moma.org/media/W1siZiIsIjIxMjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=62d5e18053f62b75,,,,52.1,,,91.4,,,207.80650277483593
161,"House, Northern Delaware, Preliminary study of west elevation","Venturi and Rauch, Robert Venturi, John Rauch, Denise Scott Brown","8213, 6132, 8214, 8216","(American, est. 1964–1979) (American, born 1925) (American, born 1930) (American, born Zambia, 1931)",(American) (American) (American) (American),(1964) (1925) (1930) (1931),(1979) (0) (0) (0),() (Male) (Male) (Female),1978,Felt-tipped pen on tracing paper,"12 x 23 1/2"" (30.5 x 59.7 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",121.1988,Architecture,Architecture & Design,1988-04-27,Y,211,http://www.moma.org/collection/works/211,http://www.moma.org/media/W1siZiIsIjIxNDIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=339eadb1ef174245,,,,30.4801,,,59.6901,,,208.95965358933904
162,"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and windows","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, born 1925) (American, born 1930) (American, born Zambia, 1931)",(American) (American) (American) (American),(1980) (1925) (1930) (1931),(0) (0) (0) (0),() (Male) (Male) (Female),1981,Felt-tipped pen on tracing paper,"12 x 15 1/8"" (30.5 x 38.4 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",122.1988,Architecture,Architecture & Design,1988-04-27,Y,212,http://www.moma.org/collection/works/212,http://www.moma.org/media/W1siZiIsIjIxNTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=89042945433620c4,,,,30.4801,,,38.4176,,,198.5281406201932
163,"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, born 1925) (American, born 1930) (American, born Zambia, 1931)",(American) (American) (American) (American),(1980) (1925) (1930) (1931),(0) (0) (0) (0),() (Male) (Male) (Female),1981,Graphite on tracing paper,"12 x 13 1/2"" (30.5 x 34.3 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",123.1988,Architecture,Architecture & Design,1988-04-27,Y,213,http://www.moma.org/collection/works/213,http://www.moma.org/media/W1siZiIsIjIxMDM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=33e806641be4aeda,,,,30.4801,,,34.2901,,,214.55941966919497
164,"Lewis Thomas Laboratory for Molecular Biology, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, born 1925) (American, born 1930) (American, born Zambia, 1931)",(American) (American) (American) (American),(1980) (1925) (1930) (1931),(0) (0) (0) (0),() (Male) (Male) (Female),1983,Felt-tipped pen on tracing paper,12 x 28 (30.5 x 71.1 cm),"Gift of Venturi, Rauch and Scott Brown, Inc.",124.1988,Architecture,Architecture & Design,1988-04-27,Y,215,http://www.moma.org/collection/works/215,http://www.moma.org/media/W1siZiIsIjIxODciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=63fce23f3fb75404,,,,30.4801,,,71.1201,,,210.45287438735042
165,"Center for Applied Computer Research, Las Promesas, Mexico, Site plan",Emilio Ambasz,141,"(Argentine, born 1943)",(Argentine),(1943),(0),(Male),1975,Ink and photostat on acetate,"37 1/2 x 37 5/8"" (95.3 x 95.6 cm)",Gift of the architect,131.1992,Architecture,Architecture & Design,1992-01-15,Y,219,http://www.moma.org/collection/works/219,http://www.moma.org/media/W1siZiIsIjIyODgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ae2602e3367239e2,,,,95.3,,,95.6,,,211.16536412718582
166,"Hospital: House of Hope, Houses of Birth, Houses of No Return, project, Venice, Italy, Sectional perspective",Raimund Abraham,47,"(American, born Austria. 1933–2010)",(American),(1933),(2010),(Male),1979,"Color pencil, graphite, and gouache","27 1/4 x 32 3/4"" (69.2 x 83.2 cm)
",Gift of Dorothy and Leroy Lavine,131.1995,Architecture,Architecture & Design,1995-05-09,Y,220,http://www.moma.org/collection/works/220,http://www.moma.org/media/W1siZiIsIjIyOTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=64b4f339371846e5,,,,69.2151,,,83.1852,,,190.62833844328028
168,"Church on the Water, Tomamu, Hokkaido, Japan, Plan and sketch",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1985–1988,Crayon on mulberry paper,"12 1/8 x 17 1/2"" (30.8 x 44.5 cm)",Gift of the architect,138.1993,Architecture,Architecture & Design,1993-05-04,Y,222,http://www.moma.org/collection/works/222,http://www.moma.org/media/W1siZiIsIjIzODciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=46fabaf98766cfea,,,,30.8,,,44.5,,,217.4628289113329
169,"Church on the Water, Tomamu, Hokkaido, Japan, Elevation and plan, sketch",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),1985–1988,Crayon and ink on paper,"12 x 12 3/4"" (30.5 x 32.4 cm)",Gift of the architect,139.1993,Architecture,Architecture & Design,1993-05-04,Y,223,http://www.moma.org/collection/works/223,http://www.moma.org/media/W1siZiIsIjI0MDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=7683b20f77a820a7,,,,30.4801,,,32.3851,,,194.97227968636486
170,"Chikatsu-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan, Exterior perspective",Tadao Ando,7055,"(Japanese, born 1941)",(Japanese),(1941),(0),(Male),c. 1989-91,Graphite and crayon with scoring on paper,"11 5/8 x 33 1/8"" (29.5 x 84.1 cm)",Gift of the architect,140.1993,Architecture,Architecture & Design,1993-05-04,Y,224,http://www.moma.org/collection/works/224,http://www.moma.org/media/W1siZiIsIjI0MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fc83f94557c1d11e,,,,29.5,,,84.1,,,175.65297098398452
171,"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print,"21 x 23"" (53.3 x 58.4 cm)",Gift of the architect,142.1993,Architecture,Architecture & Design,1993-05-04,Y,225,http://www.moma.org/collection/works/225,http://www.moma.org/media/W1siZiIsIjI0NTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ff3731cb0486d013,,,,62.2,,,102.2,,,180.22842340531122
172,"Nara Convention Hall, Nara, Japan, South elevation",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print,"21 5/8 x 37 3/8"" (54.9 x 94.9 cm)",Gift of the architect,143.1993,Architecture,Architecture & Design,1993-05-04,Y,226,http://www.moma.org/collection/works/226,http://www.moma.org/media/W1siZiIsIjI0NjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1609a844fb6ac61b,,,,54.9276,,,94.9327,,,207.50291018689146
173,"Nara Convention Hall, Nara, Japan, Interior perpsective of lobby",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print,"21 1/2 x 32 7/8"" (54.6 x 83.5 cm)",Gift of the architect,144.1993,Architecture,Architecture & Design,1993-05-04,Y,227,http://www.moma.org/collection/works/227,http://www.moma.org/media/W1siZiIsIjI0ODQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=54fe4960473e7612,,,,62.2,,,102.2,,,159.05770242462316
174,"Nara Convention Hall, Nara, Japan, Interior perspective of main hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print,"21 1/2 x 32 3/4"" (54.6 x 83.2 cm)",Gift of the architect,145.1993,Architecture,Architecture & Design,1993-05-04,Y,228,http://www.moma.org/collection/works/228,http://www.moma.org/media/W1siZiIsIjI0OTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5983f628533635df,,,,65.0,,,105.0,,,133.15486713403192
175,"Nara Convention Hall, Nara, Japan, West elevation",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print,"21 1/2 x 37 3/8"" (54.6 x 94.9 cm)",Gift of the architect,146.1993,Architecture,Architecture & Design,1993-05-04,Y,229,http://www.moma.org/collection/works/229,http://www.moma.org/media/W1siZiIsIjI1MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=943e30be9ad9d2ae,,,,65.1,,,105.1,,,196.42132914304895
176,"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Synthetic polymer paint on computer-generated print,"21 3/4 x 37 1/4"" (55.2 x 94.6 cm) (comp.)",Gift of the architect,147.1993,Architecture,Architecture & Design,1993-05-04,Y,230,http://www.moma.org/collection/works/230,http://www.moma.org/media/W1siZiIsIjI1MjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4ccb01a8943afa60,,,,,,,,,,134.85891847348427
177,"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Computer-generated print. print,"21 3/4 x 32 3/4"" (55.2 x 83.2 cm)",Gift of the architect,148.1993,Architecture,Architecture & Design,1993-05-04,Y,231,http://www.moma.org/collection/works/231,http://www.moma.org/media/W1siZiIsIjI1MzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=961a8f33abf73149,,,,65.0,,,105.0,,,169.3733462180743
178,Contra-Construction Project (Axonometric),"Theo van Doesburg (Christian Emil Marie Küpper), Cornelis van Eesteren","6076, 8112","(Dutch, 1883–1931) (Dutch, 1897–1988)",(Dutch) (Dutch),(1883) (1897),(1931) (1988),(Male) (Male),1923,Gouache on lithograph,"22 1/2 x 22 1/2"" (57.2 x 57.2 cm)","Gift of Edgar Kaufmann, Jr.",149.1947,Architecture,Architecture & Design,1947-06-17,Y,232,http://www.moma.org/collection/works/232,http://www.moma.org/media/W1siZiIsIjE2MjY1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ec2fd60c9054871,,,,57.2,,,57.2,,,171.7492443035579
179,"Nara Convention Hall, Nara, Japan, Sketches of main hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 33 1/8"" (30.5 x 84.1 cm)",Gift of the architect,149.1993,Architecture,Architecture & Design,1993-05-04,Y,233,http://www.moma.org/collection/works/233,http://www.moma.org/media/W1siZiIsIjI1NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c6f61ab05b48ce52,,,,30.5,,,84.1,,,216.30089588090314
180,"Nara Convention Hall, Nara, Japan, Sketches for main hall",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Felt-tipped pen on tracing paper,"12 x 33 1/4"" (30.5 x 84.5 cm)",Gift of the architect,150.1993,Architecture,Architecture & Design,1993-05-04,Y,235,http://www.moma.org/collection/works/235,http://www.moma.org/media/W1siZiIsIjI1NzEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=45bb75ba1262be56,,,,30.5,,,84.5,,,215.76069049405746
181,"Nara Convention Hall, Nara, Japan, Site-plan sketch",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 19 1/2"" (30.5 x 49.5 cm)",Gift of the architect,151.1993,Architecture,Architecture & Design,1993-05-04,Y,237,http://www.moma.org/collection/works/237,http://www.moma.org/media/W1siZiIsIjI1ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b2e2832c8f4c1d18,,,,30.5,,,49.5,,,219.911616609739
182,"Nara Convention Hall, Nara, Japan, Perspective sketches for plaza and entrance lobby",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Color ink on tracing paper,"12 x 19 5/8"" (30.5 x 49.9 cm) (comp.)",Gift of the architect,152.1993,Architecture,Architecture & Design,1993-05-04,Y,238,http://www.moma.org/collection/works/238,http://www.moma.org/media/W1siZiIsIjI1OTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e2b7f98172a6d4cf,,,,30.5,,,49.9,,,217.88626531854828
183,"Nara Convention Hall, Nara, Japan, Preliminary sketches",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1992,Ink on tracing paper,"12 x 33 1/2"" (30.5 x 85.1 cm)",Gift of the architect,153.1993,Architecture,Architecture & Design,1993-05-04,Y,239,http://www.moma.org/collection/works/239,http://www.moma.org/media/W1siZiIsIjI2MDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c87d42a587f3195c,,,,30.5,,,85.1,,,214.58011716740404
184,"Parc de la Villette, Paris, France, Exterior perspectives, sketch",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1983,Ink on paper,"11 5/8 x 16 1/2"" (29.5 x 41.9 cm)",Gift of Barbara Pine,154.1993,Architecture,Architecture & Design,1993-05-04,Y,240,http://www.moma.org/collection/works/240,http://www.moma.org/media/W1siZiIsIjI2MjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=dda73f5dc4ce17d1,,,,29.5276,,,41.9101,,,213.62079697031143
186,American System-Built Houses for The Richards Company project (Exterior perspective of model D101),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1915–1917,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.13,Architecture,Architecture & Design,1993-05-04,Y,242,http://www.moma.org/collection/works/242,http://www.moma.org/media/W1siZiIsIjI2NDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9c818166b4aae25c,,,,27.9,,,21.6,,,135.57653842504942
187,American System-Built Houses for The Richards Company project (Exterior perspective of model E3),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1915–1917,Lithograph,"11 x 8 5/8"" (27.9 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.14,Architecture,Architecture & Design,1993-05-04,Y,243,http://www.moma.org/collection/works/243,http://www.moma.org/media/W1siZiIsIjI2NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=876fcf75567b5b5d,,,,27.9,,,21.9,,,141.72820990527106
188,"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J400",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),c. 1915-17,Lithograph,"8 1/2 x 11 1/8"" (21.6 x 28.3 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.15,Architecture,Architecture & Design,1993-05-04,Y,244,http://www.moma.org/collection/works/244,http://www.moma.org/media/W1siZiIsIjI2NDciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=205bd99f51782e7d,,,,21.6,,,28.3,,,171.78609173070046
189,"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Isometric plan of model J900",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),c. 1915-17,Lithograph,"8 5/8 x 11"" (21.9 x 27.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.16,Architecture,Architecture & Design,1993-05-04,Y,245,http://www.moma.org/collection/works/245,http://www.moma.org/media/W1siZiIsIjI2NDgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3a867440a4b08c52,,,,21.9,,,27.9,,,177.01357564275932
190,"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perpsective of model J902",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.17,Architecture,Architecture & Design,1993-05-04,Y,246,http://www.moma.org/collection/works/246,http://www.moma.org/media/W1siZiIsIjI2NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cd80e7b950c2be3f,,,,27.9,,,21.6,,,134.21276399072565
191,"American System-Built Houses for The Richards Company project, (Plan oblique of unspecified model)",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1915–1917,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.18,Architecture,Architecture & Design,1993-05-04,Y,247,http://www.moma.org/collection/works/247,http://www.moma.org/media/W1siZiIsIjI2NTAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f10223e7c92596fe,,,,27.9,,,21.6,,,164.2565330172775
192,American System-Built Houses for The Richards Company project (Perspective of model A221),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1915–1917,Lithograph,"11 1/8 x 8 5/8"" (28.3 x 21.9 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.2,Architecture,Architecture & Design,1993-05-04,Y,248,http://www.moma.org/collection/works/248,http://www.moma.org/media/W1siZiIsIjI2NTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c609c987ff950e20,,,,28.3,,,21.9,,,146.6749741166144
193,"American System-Built Houses for The Richards Company, project, Milwaukee, Wisconsin, Perspective of model A243",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),c. 1915-17,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.4,Architecture,Architecture & Design,1993-05-04,Y,249,http://www.moma.org/collection/works/249,http://www.moma.org/media/W1siZiIsIjI2NTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=64eaca004e2402ef,,,,27.9,,,21.6,,,139.54145995346477
194,American System-Built Houses for The Richards Company project (Exterior perspective of model B23),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(Male),1915–1917,Lithograph,"11 x 8 1/2"" (27.9 x 21.6 cm)","Gift of David Rockefeller, Jr. Fund, Ira Howard Levy Fund, and Jeffrey P. Klein Purchase Fund",155.1993.6,Architecture,Architecture & Design,1993-05-04,Y,250,http://www.moma.org/collection/works/250,http://www.moma.org/media/W1siZiIsIjI2NTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4d2ecbddcce1eb58,,,,61.595123190200006,,,21.6,,,153.23412076565728
195,"Ibirapuera Park project, São Paulo, Brazil (Site plan)","Roberto Burle Marx, Oscar Niemeyer","6934, 8103","(Brazilian, 1909–1994) (Brazilian, 1907–2012)",(Brazilian) (Brazilian),(1909) (1907),(1994) (2012),(Male) (Male),1953,Gouache and graphite on board,"39 1/2  x  59 1/2"" (100.3 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",157.1991,Architecture,Architecture & Design,1991-06-04,Y,252,http://www.moma.org/collection/works/252,http://www.moma.org/media/W1siZiIsIjI4NDc1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d00103acc404dd06,,,,100.3,,,151.1,,,170.27358679371946
196,"Ibirapuera Park Project, São Paulo, Brazil (Perspective)","Roberto Burle Marx, Oscar Niemeyer","6934, 8103","(Brazilian, 1909–1994) (Brazilian, 1907–2012)",(Brazilian) (Brazilian),(1909) (1907),(1994) (2012),(Male) (Male),1953,Gouache on board,"39 x 59 1/2"" (99.1 x 151.1 cm)","Gift of Roblee McCarthy, Jr. Fund and Lily Auchincloss Fund",158.1991,Architecture,Architecture & Design,1991-06-04,Y,253,http://www.moma.org/collection/works/253,http://www.moma.org/media/W1siZiIsIjI4NDc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73c8b1297478de0b,,,,99.1,,,151.1,,,171.22728428389814
197,"Prototype Architecture School No. 5, project, Los Angeles, California, Elevations",Neil M. Denari,7933,"(American, born 1957)",(American),(1957),(0),(Male),1992,"Ink, airbrush, and cut-and-pasted printed self-adhesive polymer sheet on frosted polymer sheet","24 1/2 x 33 1/16"" (62.2 x 84 cm)",Ralph Fehlbaum Purchase Fund,191.1998,Architecture,Architecture & Design,1998-04-22,Y,255,http://www.moma.org/collection/works/255,http://www.moma.org/media/W1siZiIsIjMxNTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0ce2bf49d3f5f3c7,,,,62.2,,,84.0,,,165.48639126004258
198,"Bismarck Monument, project, Bingen, Germany, Perspective view of courtyard",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1910,Gouache on linen,"55 1/2 x 94 1/2"" (141 x 240 cm)","Rob Beyer Purchase Fund, Edward Larrabee Barnes Purchase Fund, Marcel Breuer Purchase Fund, and Philip Johnson Purchase Fund",192.1998,Architecture,Architecture & Design,1998-04-22,Y,256,http://www.moma.org/collection/works/256,http://www.moma.org/media/W1siZiIsIjMxNjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3c9df97b4be13aa4,,,,141.0,,,240.0,,,103.0970276570952
